maf,n_missing,missing_rate,n_threads,algorithm,ploidy,duration_mins,frac_imputed,mae_frequencies,rmse_frequencies,r2_frequencies,mae_classes,rmse_classes,r2_classes,concordance_classes,highConf_mae_frequencies,highConf_rmse_frequencies,highConf_r2_frequencies,highConf_mae_classes,highConf_rmse_classes,highConf_r2_classes,highConf_concordance_classes,mae_0,mae_0.1,mae_0.2,mae_0.3,mae_0.4,mae_0.5,mae_0.6,mae_0.7,mae_0.8,mae_0.9,mae_1,rep
0.05,5716695,0.9,32,mvi,4,0.190286004543304,0.999975510325459,0.0693633775792425,0.0941167757317772,0.677397639620505,0.073513374751052,0.139407941783128,0.454239252474179,0.713759598219557,0.0677931629340401,0.0913957319615652,0.695781731562385,0.0722518855837964,0.137539522573799,0.468770368923873,0.717331206471259,0.144100199169435,0.129922788054225,0.125930386042843,0.130908094352809,0.145171268738519,0.15627421580875,0.149341050510005,0.134290624423212,0.102096274020318,0.056154988635522,0.0543006561850659,1
0.05,5716695,0.9,32,aldknni_fixed,4,94.042539358139,0.968012986524557,0.069683769984843,0.0950622823311217,0.670883289708063,0.073977946577735,0.140083726944401,0.448935236976582,0.712355175027806,0.0681790881627495,0.0923855152224256,0.68915690125254,0.0727630499239383,0.138237165937219,0.46336757645508,0.715703709586923,0.143758496985056,0.128681884495142,0.12638079876254,0.131928887620021,0.146464790348521,0.157463137499069,0.150638465316291,0.135871914944054,0.103793825559097,0.0577111031256126,0.0534461371348903,1
0.05,5716695,0.9,32,aldknni_optim,4,831.970560578505,0.968012986524557,0.0713156524213732,0.0985667147155116,0.646170513273967,0.0759907008430862,0.142489419102417,0.429845576437185,0.705462667390697,0.0699462676741384,0.0959425511788728,0.664759882380006,0.0748739643986287,0.140698053110374,0.444091336596484,0.708330302528694,0.135681292668007,0.126490854875137,0.128988743282775,0.135976752239941,0.151164772833244,0.162046047375706,0.155772659879323,0.14136606142691,0.109308017405971,0.0632996466723805,0.0519040581517846,1
0.05,5716695,0.9,32,linkimpute,2,1.30929590463638,0.999975510325459,0.318092066016218,0.356945566988211,-3.64020796058669,0.352261633098956,0.419742251988631,-3.12180242341245,0.295582216912109,0.319049865159373,0.357576083402061,-3.65661556772797,0.353531581828945,0.42049991623635,-3.13669613917589,0.293045613622719,0.500290697674419,0.43885899763784,0.349158800531414,0.247079639210984,0.147639028969449,0.0467088628996229,0.077208438215308,0.172015071165598,0.258052814473918,0.322958584988951,0.358548545134701,1
0.05,5716695,0.9,32,mvi,4,0.187754233678182,0.999846939534119,0.0693029230995167,0.0941189932041971,0.677445283104526,0.0735808685367979,0.139505464099236,0.453584806163149,0.713521069592814,0.0677272302775386,0.091350123787235,0.696144478950289,0.0723188493453752,0.137624067065216,0.468223542634507,0.717056307092802,0.143130724435318,0.126667908129795,0.125285499588156,0.130757759030092,0.146315036877646,0.156541062430656,0.149681160395298,0.134187271559075,0.101984819768494,0.0560817474423269,0.0542474739408369,2
0.05,5716695,0.9,32,aldknni_fixed,4,92.8581690986951,0.968029779444242,0.069638053246514,0.0950815103916363,0.670814273867883,0.0740295641561125,0.140127049362656,0.448704706330182,0.712109348670954,0.0681262359558835,0.0923708056052253,0.689316410539128,0.0728276105436159,0.138299426907744,0.462991584684026,0.715392947855969,0.142389040632835,0.125471589328045,0.125667149819398,0.131774936953115,0.147706496774258,0.157491918168181,0.151056137445403,0.135792506850952,0.103823640907236,0.0576984190537616,0.0533678481420922,2
0.05,5716695,0.9,32,aldknni_optim,4,822.946753819784,0.968029779444242,0.0713144766913568,0.0986333015220291,0.645761310748383,0.076124187309166,0.142628883800578,0.42884327132168,0.704903078842147,0.0699413048085031,0.0959828650696473,0.664543454549314,0.0750245739853893,0.140838932659058,0.443089019581821,0.707673964157368,0.136101647099507,0.123506466583738,0.128947324175541,0.136056021768929,0.152710548964486,0.162180462170736,0.156006463414121,0.140829257579702,0.109397676562816,0.0633820784338684,0.051866480475351,2
0.05,5716695,0.9,32,linkimpute,2,1.65828301906586,0.999846939534119,0.317805490752008,0.356745650413831,-3.6341087889499,0.351900689664825,0.419529519405679,-3.118491041583,0.296307966311046,0.318737667102033,0.357354293109945,-3.6499347562827,0.353128040796794,0.420260166250551,-3.13284894825638,0.293853092283499,0.499917864476386,0.439267697453297,0.349127156686519,0.24708819727983,0.147501735411506,0.0468519094010314,0.0770839766607808,0.17211800202645,0.25803155075888,0.322723886072744,0.358135976944741,2
0.05,5716695,0.9,32,mvi,4,0.203387749195099,0.999897493219421,0.0692501064775808,0.0940616568929005,0.677779366817221,0.073430895037166,0.139412792120085,0.454286137436045,0.714198417140051,0.0676968474566138,0.0913154444967142,0.696319733019687,0.0721904576082178,0.137539507185208,0.468853084811656,0.717661898741688,0.148267803602413,0.131721310560021,0.127000808143476,0.132223639966383,0.14686807714032,0.157406054422552,0.14985786444723,0.133920997131474,0.101826421157949,0.0560932509717754,0.0540463235703798,3
0.05,5716695,0.9,32,aldknni_fixed,4,91.253418246905,0.968056193307497,0.069594956967469,0.0950340031378565,0.671083133145892,0.0739810595506174,0.140131141974698,0.448647868115988,0.712395840900081,0.0681009622480305,0.0923177070097873,0.689616864936349,0.0727933501724866,0.138279036814585,0.463125931934666,0.71560124622839,0.148766457764245,0.130932234865779,0.127725511272397,0.133229341950655,0.14825424151827,0.158450313114476,0.151185596014667,0.135443165132695,0.103580489931453,0.0576886524786525,0.0532027772311169,3
