maf,n_missing,missing_rate,n_threads,algorithm,ploidy,duration_mins,frac_imputed,mae_frequencies,rmse_frequencies,r2_frequencies,mae_classes,rmse_classes,r2_classes,concordance_classes,highConf_mae_frequencies,highConf_rmse_frequencies,highConf_r2_frequencies,highConf_mae_classes,highConf_rmse_classes,highConf_r2_classes,highConf_concordance_classes,mae_0,mae_0.1,mae_0.2,mae_0.3,mae_0.4,mae_0.5,mae_0.6,mae_0.7,mae_0.8,mae_0.9,mae_1,rep
0.05,4404232,0.7,32,mvi,84,0.182473353544871,1,0.238285765232194,0.299022601008102,0.417462198402495,0.238160167528046,0.298962329479128,0.417271143397013,0.0101861119032785,0.238285765232194,0.299022601008102,0.417462198402495,0.238160167528046,0.298962329479128,0.417271143397013,0.0101861119032785,0.279729065712489,0.310266810973216,0.301360010331979,0.261575907879442,0.221645680798111,0.191257608560546,0.179529393829649,0.185785726918395,0.205616151394746,0.235048417594795,0.213086738921678,1
0.05,4404232,0.7,32,aldknni_fixed,84,13.7121966401736,0.968562509876864,0.154694331269919,0.253104420344765,0.582635464893786,0.154535420435173,0.253098677732373,0.582349178787498,0.075210969920113,0.154694331269919,0.253104420344765,0.582635464893786,0.154535420435173,0.253098677732373,0.582349178787498,0.075210969920113,0.119005133276673,0.16443783323805,0.221199175708652,0.23987229802417,0.24171507738237,0.238015318828585,0.232090292659425,0.219596401487275,0.19934501259047,0.169650875071164,0.0882487440763919,1
0.05,4404232,0.7,32,aldknni_optim,84,589.970049929619,0.968562509876864,0.149744931362755,0.245814877481056,0.606329917464899,0.149612116392119,0.245811499579378,0.60605283487601,0.124583252652391,0.149744931362755,0.245814877481056,0.606329917464899,0.149612116392119,0.245811499579378,0.60605283487601,0.124583252652391,0.110999261136834,0.163343940217099,0.218042316971414,0.231288520721784,0.230650181652179,0.225117104621346,0.219295966862,0.208521174874507,0.192234084543566,0.168477743452158,0.0856497723999812,1
0.05,4404232,0.7,32,linkimpute,2,1.95980237325033,1,0.305462778939614,0.363461593943661,0.139336992971942,0.324017104457712,0.410146271887708,0.113635460542696,0.364388615313635,0.305462778939614,0.363461593943661,0.139336992971942,0.324017104457712,0.410146271887708,0.113635460542696,0.364388615313635,0.330373245175073,0.441382536085271,0.357643324757091,0.25820875938047,0.158861442147813,0.0578922910703296,0.0604424409985295,0.158075007291353,0.255873134589786,0.352690536732134,0.336323768350781,1
0.05,4404232,0.7,32,mvi,84,0.179380877812703,1,0.238199492250621,0.298894065049003,0.418033444038056,0.238077244038613,0.298832597659717,0.417842648247391,0.010188155392359,0.238199492250621,0.298894065049003,0.418033444038056,0.238077244038613,0.298832597659717,0.417842648247391,0.010188155392359,0.280097433683082,0.310873503670124,0.30182628345032,0.261208700005547,0.221007800162164,0.191237830282565,0.179339491936274,0.185235145157865,0.205262349066651,0.234729263979369,0.212780426834706,2
0.05,4404232,0.7,32,aldknni_fixed,84,13.9586514631907,0.968672858287211,0.154473296137438,0.252790815929114,0.583719538124768,0.154315335970638,0.252784750124933,0.583431729443248,0.075650101025254,0.154473296137438,0.252790815929114,0.583719538124768,0.154315335970638,0.252784750124933,0.583431729443248,0.075650101025254,0.119585287600584,0.16490747706069,0.22212857951376,0.239459323537379,0.241207887733388,0.238316700086734,0.232237826941269,0.218521390807432,0.198200362045944,0.168765478300689,0.0877469938757973,2
0.05,4404232,0.7,32,aldknni_optim,84,584.571532217662,0.968672858287211,0.149630123716972,0.245689743879869,0.606778279032161,0.149500301144774,0.245687829071167,0.60649366176609,0.124506945193214,0.149630123716972,0.245689743879869,0.606778279032161,0.149500301144774,0.245687829071167,0.60649366176609,0.124506945193214,0.111568657152787,0.164007258751543,0.21875043332049,0.231406106589208,0.230167822639265,0.225391439701225,0.219512526054305,0.208112161393345,0.191234778823558,0.167550159720348,0.0852415479607752,2
0.05,4404232,0.7,32,linkimpute,2,2.0797774831454,1,0.305456928601246,0.363588652765481,0.138839529918071,0.323987246811703,0.41026050385476,0.113233288930123,0.364665621611214,0.305456928601246,0.363588652765481,0.138839529918071,0.323987246811703,0.41026050385476,0.113233288930123,0.364665621611214,0.327457827021049,0.440610051301479,0.357323944859331,0.258246043086127,0.158337970854859,0.0579157009027297,0.0606858348854512,0.158060647027503,0.256203375468289,0.352818114125658,0.337307522561854,2
0.05,4404232,0.7,32,mvi,84,0.178589991728465,1,0.238235338418406,0.299015689934562,0.417429841421246,0.238109385743184,0.298948765776782,0.417261935177072,0.0101127733507227,0.238235338418406,0.299015689934562,0.417429841421246,0.238109385743184,0.298948765776782,0.417261935177072,0.0101127733507227,0.28017959179883,0.310456723239653,0.301680256214185,0.261573383927899,0.221600247638083,0.19180181323374,0.179162528341599,0.185263116902044,0.205420798730163,0.234965767694968,0.212827055359072,3
0.05,4404232,0.7,32,aldknni_fixed,84,14.0615925272306,0.968602925549789,0.154793422870581,0.253225439344832,0.582193736006278,0.154631743450957,0.253220850956443,0.581901330294298,0.0755167896872726,0.154793422870581,0.253225439344832,0.582193736006278,0.154631743450957,0.253220850956443,0.581901330294298,0.0755167896872726,0.119808569966355,0.16530219779749,0.222561648253628,0.240361029204955,0.241876091015756,0.239145371486901,0.231038917968636,0.218608774679512,0.199010308084483,0.169046454718412,0.0879942387392288,3
0.05,4404232,0.7,32,aldknni_optim,84,557.662823967139,0.968602925549789,0.149999519374425,0.246238740136564,0.604930919867299,0.149864145213073,0.246232692588614,0.604659519052059,0.125046414024349,0.149999519374425,0.246238740136564,0.604930919867299,0.149864145213073,0.246232692588614,0.604659519052059,0.125046414024349,0.111869044123841,0.164220288086195,0.21948983676469,0.232869412440913,0.231244502883765,0.226698521482156,0.219108041142436,0.208130776078638,0.192219493661459,0.167665192360462,0.0853638729636587,3
0.05,4404232,0.7,32,linkimpute,2,1.85970371564229,1,0.305163900638118,0.363445304512968,0.139326551932187,0.323689237987463,0.41013243181474,0.113681384765133,0.365349509290155,0.305163900638118,0.363445304512968,0.139326551932187,0.323689237987463,0.41013243181474,0.113681384765133,0.365349509290155,0.330109702948007,0.441364069095519,0.357770355764345,0.258549475643724,0.158351242286879,0.0576943882055104,0.0602928224903919,0.158135827270988,0.255968722489545,0.352516324976515,0.335610866577105,3
