maf,n_missing,missing_rate,n_threads,algorithm,ploidy,duration_mins,frac_imputed,mae_frequencies,rmse_frequencies,r2_frequencies,mae_classes,rmse_classes,r2_classes,concordance_classes,highConf_mae_frequencies,highConf_rmse_frequencies,highConf_r2_frequencies,highConf_mae_classes,highConf_rmse_classes,highConf_r2_classes,highConf_concordance_classes,mae_0,mae_0.1,mae_0.2,mae_0.3,mae_0.4,mae_0.5,mae_0.6,mae_0.7,mae_0.8,mae_0.9,mae_1,rep
0.01,3399494,0.5,32,mvi,84,0.189022648334503,1,0.223859165246532,0.288446821129485,0.463405162885765,0.223724093728571,0.288386442260415,0.463252527742262,0.0122338795126569,0.223859165246532,0.288446821129485,0.463405162885765,0.223724093728571,0.288386442260415,0.463252527742262,0.0122338795126569,0.270635691495429,0.308762168170545,0.302116137869517,0.262194117552646,0.222613935619061,0.193436872463944,0.179997981007202,0.185476984118281,0.205178764382503,0.232017176030283,0.182723078826038,1
0.01,3399494,0.5,32,aldknni_fixed,84,28.1294552961985,0.968522962535013,0.105297532614967,0.186948488998268,0.774597414052342,0.1050894635361,0.186951312473514,0.774432063771705,0.0992331634921676,0.105297532614967,0.186948488998268,0.774597414052342,0.1050894635361,0.186951312473514,0.774432063771705,0.0992331634921676,0.0926540235569987,0.116433034106391,0.153819719613333,0.16692544703242,0.168340257224617,0.167080900982629,0.16072390339971,0.150580884895296,0.136451136955359,0.116254838074205,0.0610061016698476,1
0.01,3399494,0.5,32,aldknni_optim,84,466.780135897795,0.968522962535013,0.102206272878806,0.186035896595215,0.776792656419537,0.102078352297715,0.186047826173995,0.776607016035695,0.201380232820894,0.102206272878806,0.186035896595215,0.776792656419537,0.102078352297715,0.186047826173995,0.776607016035695,0.201380232820894,0.0763096314066285,0.115358555194549,0.155797415843648,0.16814080913582,0.169081610643185,0.167125289244038,0.161402644750805,0.151600747107537,0.138689727095727,0.120041776459174,0.0554355660057807,1
0.01,3399494,0.5,32,linkimpute,2,2.20505186319351,1,0.267747747107501,0.336587666318428,0.269346664154918,0.284808709766806,0.383361914313515,0.222138470711311,0.439506585391826,0.267747747107501,0.336587666318428,0.269346664154918,0.284808709766806,0.383361914313515,0.222138470711311,0.439506585391826,0.233682598139065,0.430552223253011,0.355130255924679,0.257018363996304,0.157141284960278,0.0570524701204795,0.0602083150000557,0.157816306471003,0.256083398567738,0.352595602762689,0.261509048434399,1
0.01,3399494,0.5,32,mvi,84,0.206074972947439,1,0.223861120029352,0.288491314910543,0.463172014329982,0.223728597199914,0.288427575137339,0.463029167145102,0.0124936240511088,0.223861120029352,0.288491314910543,0.463172014329982,0.223728597199914,0.288427575137339,0.463029167145102,0.0124936240511088,0.2701027536107,0.309018139194645,0.302401616466432,0.262383359998125,0.222334152028494,0.192638410460269,0.180346872067382,0.18606666550401,0.204460817379537,0.232245268545932,0.182682737522168,2
0.01,3399494,0.5,32,aldknni_fixed,84,28.9741149584452,0.968538258929123,0.105247519219638,0.186818819105223,0.774881644814494,0.105038800555484,0.186820607462935,0.77471789338414,0.0991347105881781,0.105247519219638,0.186818819105223,0.774881644814494,0.105038800555484,0.186820607462935,0.77471789338414,0.0991347105881781,0.0922860659623643,0.116661376828021,0.153809316933505,0.166097707202567,0.167814471674036,0.166505086760074,0.160747127841276,0.150552802161227,0.13592943104764,0.116605513156073,0.0610104089733966,2
0.01,3399494,0.5,32,aldknni_optim,84,528.175661504269,0.968538258929123,0.102204286312285,0.186001681522675,0.776846654216027,0.102073496883431,0.186010261624593,0.77666800472567,0.20117325833551,0.102204286312285,0.186001681522675,0.776846654216027,0.102073496883431,0.186010261624593,0.77666800472567,0.20117325833551,0.076120702044214,0.115748872608307,0.155439959167389,0.16740588587771,0.168985675262687,0.167020730941158,0.16126359063968,0.151713968424046,0.13752232398156,0.12025867175178,0.0555315681723354,2
0.01,3399494,0.5,32,linkimpute,2,2.10931802193324,1,0.26771304537249,0.33624702927687,0.270732979516878,0.284847097832795,0.383096617396908,0.223302677814651,0.438984743023521,0.26771304537249,0.33624702927687,0.270732979516878,0.284847097832795,0.383096617396908,0.223302677814651,0.438984743023521,0.237976571654247,0.433093565504394,0.355140217344995,0.256913544050473,0.157001939999571,0.0567071226030451,0.0599973777865495,0.157419701974514,0.255609149236538,0.352034141330922,0.259911925206915,2
0.01,3399494,0.5,32,mvi,84,0.189714908599854,0.999968524727504,0.223883932649243,0.288551375141478,0.463223558136532,0.223760199090237,0.288492894503059,0.463057531864069,0.0123039830416484,0.223883932649243,0.288551375141478,0.463223558136532,0.223760199090237,0.288492894503059,0.463057531864069,0.0123039830416484,0.270087347816028,0.309022651486883,0.303580886358532,0.262257051526023,0.222587816877588,0.193447857077968,0.180531538121915,0.185542875164132,0.204497984482034,0.231999220835031,0.182473906876333,3
0.01,3399494,0.5,32,aldknni_fixed,84,29.0474725484848,0.96845265795439,0.10526585958751,0.186873924152698,0.774864199269467,0.105056296803564,0.186872165225879,0.774707492924118,0.0991182623185549,0.10526585958751,0.186873924152698,0.774864199269467,0.105056296803564,0.186872165225879,0.774707492924118,0.0991182623185549,0.0921831217886151,0.116487052408179,0.154852708465519,0.166358253470943,0.168231139106182,0.166595111334111,0.160694939305292,0.151337622162181,0.135989472772144,0.116313802374089,0.0608603871310466,3
0.01,3399494,0.5,32,aldknni_optim,84,478.701828038692,0.96845265795439,0.102303936261876,0.186089391716267,0.776750557502884,0.102172723757847,0.186094713772119,0.776578179625936,0.201712264169569,0.102303936261876,0.186089391716267,0.776750557502884,0.102172723757847,0.186094713772119,0.776578179625936,0.201712264169569,0.0762925490332495,0.115969742939051,0.156812535093882,0.168075264264492,0.169241444720103,0.16717439618695,0.160976472538162,0.151935272391695,0.137898206245953,0.119851550678963,0.0553858669161017,3
0.01,3399494,0.5,32,linkimpute,2,2.15328334967295,1,0.268213884839339,0.336405298297531,0.270420193632212,0.285328787166561,0.383228377302821,0.222932772580431,0.437741616840624,0.268213884839339,0.336405298297531,0.270420193632212,0.285328787166561,0.383228377302821,0.222932772580431,0.437741616840624,0.239812509775298,0.432737932102341,0.355395152011215,0.256742007551972,0.156612137355433,0.0565818910346124,0.0596160773565518,0.157344279803936,0.255632191851596,0.352065031938191,0.26080613878219,3
