maf,n_missing,missing_rate,n_threads,algorithm,ploidy,duration_mins,frac_imputed,mae_frequencies,rmse_frequencies,r2_frequencies,mae_classes,rmse_classes,r2_classes,concordance_classes,highConf_mae_frequencies,highConf_rmse_frequencies,highConf_r2_frequencies,highConf_mae_classes,highConf_rmse_classes,highConf_r2_classes,highConf_concordance_classes,mae_0,mae_0.1,mae_0.2,mae_0.3,mae_0.4,mae_0.5,mae_0.6,mae_0.7,mae_0.8,mae_0.9,mae_1,rep
0.05,544,0.01,32,mvi,2,0.00419747829437256,1,0.168283617647059,0.207382670462297,0.156840753244038,0.112132352941176,0.23678297335448,-0.0991719112288838,0.775735294117647,0.168283617647059,0.207382670462297,0.156840753244038,0.112132352941176,0.23678297335448,-0.0991719112288838,0.775735294117647,0.115005761445783,NA,NA,NA,NA,0.328549419354839,NA,NA,NA,NA,0.6157538,1
0.05,544,0.01,32,aldknni_fixed,2,0.00802856683731079,0.970588235294118,0.097336,0.17031888650103,0.431290739197675,0.0767045454545455,0.19583736295016,0.248107440754012,0.846590909090909,0.097336,0.17031888650103,0.431290739197675,0.0767045454545455,0.19583736295016,0.248107440754012,0.846590909090909,0.0522903383084577,NA,NA,NA,NA,0.241697074380165,NA,NA,NA,NA,0.2254692,1
0.05,544,0.01,32,aldknni_optim,2,0.170358669757843,0.970588235294118,0.0932204090909091,0.168374454065941,0.444201867489959,0.0776515151515152,0.197042527327878,0.23882481656579,0.84469696969697,0.0932204090909091,0.168374454065941,0.444201867489959,0.0776515151515152,0.197042527327878,0.23882481656579,0.84469696969697,0.0507585820895522,NA,NA,NA,NA,0.225231,NA,NA,NA,NA,0.312495,1
0.05,544,0.01,32,linkimpute,2,0.0411033113797506,1,0.0716911764705882,0.191741247211843,0.279231533620404,0.0716911764705882,0.191741247211843,0.279231533620404,0.858455882352941,0.0716911764705882,0.191741247211843,0.279231533620404,0.0716911764705882,0.191741247211843,0.279231533620404,0.858455882352941,0.0337349397590361,NA,NA,NA,NA,0.189516129032258,NA,NA,NA,NA,0.3,1
0.05,544,0.01,32,mvi,2,0.00292268594106038,1,0.172222485294118,0.217858289480108,0.0940541945056842,0.121323529411765,0.251831526316819,-0.210526315789474,0.762867647058823,0.172222485294118,0.217858289480108,0.0940541945056842,0.121323529411765,0.251831526316819,-0.210526315789474,0.762867647058823,0.110871599033816,NA,NA,NA,NA,0.350270508064516,NA,NA,NA,NA,0.7257745,2
0.05,544,0.01,32,aldknni_fixed,2,0.00874229272206624,0.952205882352941,0.10272538996139,0.18427126841164,0.351859305370284,0.0878378378378378,0.211858844243449,0.143263564316196,0.826254826254826,0.10272538996139,0.18427126841164,0.351859305370284,0.0878378378378378,0.211858844243449,0.143263564316196,0.826254826254826,0.0471563147208122,NA,NA,NA,NA,0.275960652542373,NA,NA,NA,NA,0.344801166666667,2
0.05,544,0.01,32,aldknni_optim,2,0.179683820406596,0.952205882352941,0.101716718146718,0.18724992798913,0.330736163881674,0.082046332046332,0.204910753715897,0.198536882747409,0.837837837837838,0.101716718146718,0.18724992798913,0.330736163881674,0.082046332046332,0.204910753715897,0.198536882747409,0.837837837837838,0.0478967055837563,NA,NA,NA,NA,0.26745063559322,NA,NA,NA,NA,0.376463833333333,2
0.05,544,0.01,32,linkimpute,2,0.0389949957529704,1,0.0799632352941176,0.204499029193726,0.201754385964912,0.0799632352941176,0.204499029193726,0.201754385964912,0.84375,0.0799632352941176,0.204499029193726,0.201754385964912,0.0799632352941176,0.204499029193726,0.201754385964912,0.84375,0.0265700483091787,NA,NA,NA,NA,0.241935483870968,NA,NA,NA,NA,0.416666666666667,2
0.05,544,0.01,32,mvi,2,0.0026281992594401,1,0.167194375,0.206942641611841,0.0707018950285658,0.116727941176471,0.243481186614683,-0.286429213030009,0.768382352941177,0.167194375,0.206942641611841,0.0707018950285658,0.116727941176471,0.243481186614683,-0.286429213030009,0.768382352941177,0.113861610451306,NA,NA,NA,NA,0.343863140495868,NA,NA,NA,NA,0.705281,3
0.05,544,0.01,32,aldknni_fixed,2,0.00809616645177205,0.952205882352941,0.0976465694980695,0.17389766318029,0.343790419724162,0.0772200772200772,0.196494372972965,0.162171150952292,0.845559845559846,0.0976465694980695,0.17389766318029,0.343790419724162,0.0772200772200772,0.196494372972965,0.162171150952292,0.845559845559846,0.0488268625,NA,NA,NA,NA,0.258289422413793,NA,NA,NA,NA,0.5443025,3
0.05,544,0.01,32,aldknni_optim,2,0.165573028723399,0.952205882352941,0.0916983745173745,0.167954933593284,0.387874311407525,0.0733590733590734,0.191519024327968,0.204062593404677,0.853281853281853,0.0916983745173745,0.167954933593284,0.387874311407525,0.0733590733590734,0.191519024327968,0.204062593404677,0.853281853281853,0.045608765,NA,NA,NA,NA,0.242042456896552,NA,NA,NA,NA,0.5896635,3
0.05,544,0.01,32,linkimpute,2,0.0406762520472209,1,0.0744485294117647,0.195303308607256,0.172297483089219,0.0744485294117647,0.195303308607256,0.172297483089219,0.852941176470588,0.0744485294117647,0.195303308607256,0.172297483089219,0.0744485294117647,0.195303308607256,0.172297483089219,0.852941176470588,0.0190023752969121,NA,NA,NA,NA,0.256198347107438,NA,NA,NA,NA,0.75,3
