maf,n_missing,missing_rate,n_threads,algorithm,ploidy,duration_mins,frac_imputed,mae_frequencies,rmse_frequencies,r2_frequencies,mae_classes,rmse_classes,r2_classes,concordance_classes,highConf_mae_frequencies,highConf_rmse_frequencies,highConf_r2_frequencies,highConf_mae_classes,highConf_rmse_classes,highConf_r2_classes,highConf_concordance_classes,mae_0,mae_0.1,mae_0.2,mae_0.3,mae_0.4,mae_0.5,mae_0.6,mae_0.7,mae_0.8,mae_0.9,mae_1,rep
0.01,6842774,0.4,32,mvi,4,0.4486714164416,1,0.0459776992686002,0.0666262996988964,0.71437264925705,0.0332093022508123,0.0933213135284919,0.540539186612627,0.870165959010191,0.0448616323831909,0.0643993684036106,0.733147288685176,0.0321111288414175,0.0913249847355281,0.559986493479492,0.873865386170757,0.0811048069887834,0.106835888447599,0.123475710911765,0.130713319550982,0.144701922907844,0.157150118297401,0.152006946643836,0.140466240642446,0.113567153099189,0.0686331338390296,0.0327080008817601,1
0.01,6842774,0.4,32,aldknni_fixed,4,255.563785231113,0.968585547323352,0.0437954050268695,0.0642987040480857,0.733980885724526,0.0319161889323354,0.0910120934434522,0.562996415602217,0.874705860697316,0.04291720290175,0.062407118838463,0.749402537307647,0.0310486115321261,0.0893772434963378,0.578555195993984,0.877578868819196,0.0699580538385739,0.0650453156646485,0.0985094196069603,0.115900458926673,0.135345649238425,0.150423937592113,0.148423304761377,0.140411529529734,0.115761814042703,0.0709313466438322,0.0297005893884593,1
0.01,6842774,0.4,32,aldknni_optim,4,2440.37564074198,0.968585547323352,0.0425344699208595,0.0673873270363198,0.707810325969528,0.0323964379194823,0.0920597986804016,0.552877183065205,0.873302380936575,0.0418163018955896,0.0655396449466649,0.723613661629066,0.031545754040991,0.090426279083564,0.568604001642896,0.876062247579146,0.0598658945623936,0.0675082951007618,0.1028014568898,0.121259795308471,0.142608966522589,0.159023333098006,0.157134346819662,0.148615905801876,0.123400342611685,0.0778530897816929,0.0259931745996484,1
0.01,6842774,0.4,32,linkimpute,2,12.9517749627431,1,0.20330373264546,0.288373469783746,-4.35080358877726,0.212287370589764,0.325824361154182,-4.53717554404284,0.575460916873771,0.203516205098231,0.288650650579298,-4.36109477668751,0.212467691200796,0.325962644027349,-4.54187659847043,0.575100217000213,0.226229508196721,0.376763677712518,0.333932329335127,0.246006979720689,0.146870107798804,0.0443936273048633,0.0752392747036196,0.173016181915633,0.256454546784973,0.290616053823267,0.186847093760139,1
0.01,6842774,0.4,32,mvi,4,0.448541291554769,1,0.0460074772016097,0.0666828951650168,0.713520475048293,0.0332429874200142,0.0933884309011797,0.539466381573933,0.870046124568779,0.0448916465765841,0.0644738007627751,0.732187256202532,0.0321279810742593,0.0913767208472928,0.559093684757982,0.873823815868731,0.0830184191678921,0.109723579241254,0.123537065863244,0.129585537570884,0.144884638333807,0.156072275576043,0.152134698212898,0.140611091176567,0.113554453738735,0.0687691983800189,0.0326909190886874,2
0.01,6842774,0.4,32,aldknni_fixed,4,259.162950650851,0.968621059237087,0.0438271753310705,0.0643554651935983,0.733169443989436,0.0319548494995892,0.0910791963006807,0.561960211093272,0.87456908550095,0.0429481363680159,0.0624687915111769,0.748585163878144,0.0310765109838287,0.0894302300991601,0.577677832438673,0.877489043902102,0.0705525574815879,0.0670384824200405,0.0972174337830713,0.115549952675634,0.135932723442223,0.14958387756394,0.148828866099419,0.140694816851293,0.115768398780839,0.0710792771014014,0.029679829590125,2
0.01,6842774,0.4,32,aldknni_optim,4,2439.20744169156,0.968621059237087,0.0425727936863669,0.0675173332289296,0.706305878412001,0.0324526576801188,0.0921807418855851,0.551300505958781,0.87311692495008,0.0418576221198154,0.0656791087390706,0.722080387942747,0.0316033968337191,0.0905553180967057,0.566984838799657,0.87587662487372,0.0619720052990839,0.0712609711684404,0.102895395556517,0.121059118040701,0.14312471814987,0.158146034754949,0.157708068427267,0.149046730681047,0.123570704926059,0.0780473679776272,0.0259411745819587,2
0.01,6842774,0.4,32,linkimpute,2,13.8243466059367,1,0.200665287255125,0.286054452700011,-4.27183874951451,0.209495008895515,0.32367563706998,-4.46705984520428,0.58104680937877,0.200844301431854,0.286311370401783,-4.28131272845753,0.209642125885778,0.323788900926665,-4.47088669254019,0.580752127069261,0.239944641467001,0.383046993415677,0.335588941041134,0.246266025882588,0.147067459136081,0.0440389419632261,0.0752758031243836,0.172998965942279,0.256514693385971,0.2900806973779,0.183461363249857,2
0.01,6842774,0.4,32,mvi,4,0.456984527905782,1,0.0460008116948984,0.0666153954401533,0.713941861522862,0.0332384205586799,0.0933498394160315,0.539537243610782,0.870042763358837,0.0448777127972116,0.0643849698122726,0.732776849211833,0.0321291308252305,0.0913401618504156,0.559149931955099,0.873787343162893,0.0823928356847901,0.108972611939317,0.12193018591945,0.129333529863624,0.145039795090675,0.156866482726115,0.151348515920653,0.140378589123898,0.113609556718566,0.0686856929863965,0.0327164977991847,3
0.01,6842774,0.4,32,aldknni_fixed,4,259.390535799662,0.968562603412008,0.0438138055201343,0.0642934035950296,0.733536380944611,0.0319419161075825,0.0910390710744573,0.562051549671194,0.874599839611446,0.0429308684958547,0.0623958903326543,0.749032745450108,0.031063870959939,0.0893873517375862,0.577798764431376,0.877510794325269,0.0703305767960732,0.0663045719206699,0.0964193580492836,0.114574002662771,0.136062070192902,0.150186962874774,0.148153387532763,0.140411316388876,0.115796200636489,0.070976598348352,0.0297032251176175,3
